chi2,m_chi_GeV,m_phi_GeV,alpha,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
4.386993,7.906043,0.0081967290,1.226848e-03,6.324494e-01,1.209189e+00,1.310857e+00,1.359980e+00,1.373794e+00,1.382904e+00,1.077644e+00,1.026230e+00,3.855360e-01,3.402319e-01,3.016133e-01,2.770163e-02
1361.557746,37.275937,0.0001936627,6.707401e-06,4.411516e+01,7.814554e+00,4.429056e+00,2.839037e+00,2.339357e+00,1.963864e+00,1.056612e-01,8.350667e-02,6.327499e-03,5.222759e-03,4.387206e-03,1.313897e-04
9.306679,100.000000,0.0058900304,2.667634e-04,8.213043e-01,7.583630e-01,6.767978e-01,5.863218e-01,5.436163e-01,5.037245e-01,6.608882e-02,5.377700e-02,4.465122e-03,3.683670e-03,3.077670e-03,1.877474e-04
5.076370,86.851137,0.0073417495,6.935380e-04,1.047489e+00,1.099832e+00,1.115905e+00,1.070006e+00,1.035187e+00,9.967931e-01,2.463958e-01,2.090603e-01,2.219973e-02,1.841605e-02,1.550773e-02,9.617148e-04
101.084446,32.374575,0.0017533409,1.097719e-04,1.203347e+01,8.539069e+00,6.923012e+00,5.567712e+00,5.000143e+00,4.500198e+00,4.149595e-01,3.336540e-01,2.616310e-02,2.154798e-02,1.799145e-02,1.097484e-03
48.754379,100.000000,0.0033955682,5.519784e-04,8.458163e+00,6.793477e+00,5.553420e+00,4.657075e+00,4.302332e+00,3.993787e+00,7.390280e-01,6.157801e-01,5.681254e-02,4.683043e-02,3.918659e-02,2.411171e-03
6.079797,86.851137,0.0127351667,2.184798e-03,5.643045e-01,5.279331e-01,5.872914e-01,6.355403e-01,6.496708e-01,6.574735e-01,3.122642e-01,2.819203e-01,5.932345e-02,5.088823e-02,4.406172e-02,3.286026e-03
482.674144,86.851137,0.0007263372,3.775900e-05,2.641948e+01,6.702663e+00,4.002497e+00,2.638937e+00,2.200726e+00,1.862398e+00,1.055367e-01,8.361240e-02,6.202819e-03,5.113974e-03,4.288613e-03,1.879005e-04
41.450193,65.512856,0.0004187291,7.998962e-06,7.253943e+00,1.338660e+00,7.635166e-01,4.909487e-01,4.060876e-01,3.407743e-01,1.846052e-02,1.463659e-02,1.098029e-03,9.065742e-04,7.607494e-04,2.713949e-05
9.830617,28.117687,0.0030413853,1.606286e-04,3.725903e+00,2.855353e+00,2.531107e+00,2.260138e+00,2.134091e+00,2.013089e+00,3.109308e-01,2.539159e-01,2.184798e-02,1.804075e-02,1.515179e-02,9.258028e-04
14.580607,13.894955,0.0033955682,2.927983e-04,4.598788e+00,4.478224e+00,4.182100e+00,3.880761e+00,3.740540e+00,3.609488e+00,1.211664e+00,1.038161e+00,1.146780e-01,9.544734e-02,8.065350e-02,5.229384e-03
79.246088,75.431201,0.0003008917,7.117016e-06,1.052088e+01,1.811423e+00,1.020027e+00,6.498637e-01,5.353692e-01,4.489103e-01,2.403972e-02,1.907420e-02,1.456047e-03,1.201426e-03,9.913285e-04,2.164833e-05
736.018743,100.000000,0.0007263372,4.660762e-05,3.252041e+01,8.627390e+00,5.208535e+00,3.454213e+00,2.885826e+00,2.445479e+00,1.394036e-01,1.103362e-01,8.199825e-03,6.756814e-03,5.670796e-03,2.223477e-04
405.996533,49.417134,0.0003359318,1.038158e-05,2.425244e+01,4.611266e+00,2.637793e+00,1.700656e+00,1.406353e+00,1.182613e+00,6.424371e-02,5.092570e-02,3.814298e-03,3.144923e-03,2.642425e-03,9.839149e-05
5.721286,13.894955,0.0042324759,3.753266e-04,2.976786e+00,3.088332e+00,2.955385e+00,2.794599e+00,2.712802e+00,2.632944e+00,1.073310e+00,9.399908e-01,1.185876e-01,9.905194e-02,8.391951e-02,5.568421e-03
4.411335,75.431201,0.0073417495,7.319261e-04,1.162196e+00,1.134052e+00,1.175469e+00,1.159438e+00,1.135914e+00,1.106078e+00,3.027763e-01,2.581013e-01,2.836469e-02,2.355695e-02,1.986571e-02,1.241601e-03
14.478713,37.275937,0.0058900304,1.229613e-03,4.005242e+00,3.506264e+00,3.557621e+00,3.703672e+00,3.764812e+00,3.807601e+00,1.802680e+00,1.591449e+00,2.362850e-01,1.986300e-01,1.691506e-01,1.128155e-02
18.335820,75.431201,0.0008109224,1.349603e-05,3.790800e+00,8.354323e-01,4.873011e-01,3.174957e-01,2.639192e-01,2.226872e-01,1.252747e-02,9.918396e-03,7.330381e-04,6.041198e-04,5.068922e-04,2.631467e-05
53.684787,86.851137,0.0003008917,6.785829e-06,8.449255e+00,1.432006e+00,8.033754e-01,5.117756e-01,4.209724e-01,3.519750e-01,1.888129e-02,1.497484e-02,1.146238e-03,9.098278e-04,7.339033e-04,1.482491e-05
9.687115,75.431201,0.0052756566,1.136934e-03,3.642490e+00,4.771813e+00,4.593347e+00,4.206451e+00,4.000285e+00,3.800183e+00,1.088586e+00,9.517564e-01,1.280044e-01,1.069672e-01,9.054847e-02,5.797262e-03
31.329603,56.898660,0.0012599210,3.456113e-05,6.376133e+00,2.358793e+00,1.502497e+00,1.027127e+00,8.676205e-01,7.417065e-01,4.648754e-02,3.697694e-02,2.718055e-03,2.235531e-03,1.873203e-03,1.176420e-04
19.486888,42.919343,0.0042324759,5.964739e-04,5.215990e+00,4.832733e+00,4.922968e+00,4.823926e+00,4.717294e+00,4.586423e+00,1.161565e+00,9.802911e-01,1.004711e-01,8.332574e-02,7.016864e-02,4.354940e-03
8.335458,75.431201,0.0047253666,6.902739e-04,3.498853e+00,4.169652e+00,3.911406e+00,3.525284e+00,3.331151e+00,3.145712e+00,6.968390e-01,5.897622e-01,6.109268e-02,5.058748e-02,4.249099e-02,2.628434e-03
5.460557,86.851137,0.0114067946,1.755036e-03,6.482281e-01,6.255078e-01,6.940024e-01,7.362491e-01,7.446550e-01,7.460491e-01,3.170041e-01,2.836092e-01,5.146480e-02,4.370417e-02,3.752896e-02,2.629025e-03
14.925239,21.209509,0.0037909973,3.578063e-04,4.763023e+00,4.199353e+00,3.858695e+00,3.601405e+00,3.496118e+00,3.400354e+00,1.050219e+00,8.881569e-01,9.123646e-02,7.576021e-02,6.390280e-02,4.038165e-03
127.146356,65.512856,0.0008109224,2.678258e-05,1.359949e+01,3.559748e+00,2.128481e+00,1.404912e+00,1.172771e+00,9.930354e-01,5.741567e-02,4.549669e-02,3.342174e-03,2.756238e-03,2.309713e-03,1.295315e-04
770.440137,42.919343,0.0004187291,1.541809e-05,3.328591e+01,7.233753e+00,4.210423e+00,2.740087e+00,2.275803e+00,1.920004e+00,1.072002e-01,8.473220e-02,6.284712e-03,5.189370e-03,4.346873e-03,2.128399e-04
3.430719,37.926902,0.0113379100,1.869624e-03,9.202728e-01,8.712072e-01,8.296074e-01,7.953898e-01,7.839536e-01,7.766324e-01,6.388949e-01,5.896141e-01,1.264727e-01,1.082835e-01,9.361439e-02,7.081899e-03
1.614937,75.431201,0.0102169815,3.449443e-03,1.351027e+00,1.459266e+00,1.689247e+00,1.799255e+00,1.814635e+00,1.810548e+00,8.027531e-01,7.384593e-01,2.093354e-01,1.841368e-01,1.629835e-01,1.457033e-02
419.940854,56.898660,0.0003008917,9.763550e-06,2.465859e+01,4.473084e+00,2.541641e+00,1.627731e+00,1.345102e+00,1.128504e+00,6.070899e-02,4.820632e-02,3.637931e-03,3.002983e-03,2.523570e-03,7.721423e-05
48.171666,49.417134,0.0047253666,1.359801e-03,6.535280e+00,7.587378e+00,8.066130e+00,7.965914e+00,7.793544e+00,7.578158e+00,2.514169e+00,2.220860e+00,3.379449e-01,2.841853e-01,2.417133e-01,1.596072e-02
9.736033,49.417134,0.0027241463,7.620987e-05,2.016115e+00,1.289722e+00,1.012698e+00,7.964274e-01,7.088921e-01,6.330726e-01,5.461340e-02,4.385856e-02,3.426647e-03,2.813943e-03,2.357187e-03,1.436564e-04
12.782981,75.431201,0.0017533409,3.366964e-05,2.278848e+00,8.594596e-01,5.500001e-01,3.769960e-01,3.187463e-01,2.726916e-01,1.718241e-02,1.370264e-02,1.005921e-03,8.281710e-04,6.945921e-04,4.347833e-05
19.250971,37.275937,0.0024399977,1.242852e-04,5.283395e+00,3.845301e+00,3.250052e+00,2.710338e+00,2.471393e+00,2.254416e+00,2.345544e-01,1.892006e-01,1.513893e-02,1.249477e-02,1.044062e-02,6.336990e-04
59.021988,65.512856,0.0001000000,1.952348e-06,8.901988e+00,1.390961e+00,7.690948e-01,4.869623e-01,4.009981e-01,3.343301e-01,1.834373e-02,1.458529e-02,6.846347e-04,5.261393e-04,4.160885e-04,5.035073e-06
36.871159,86.851137,0.0027241463,2.358705e-04,7.380955e+00,5.479131e+00,4.302724e+00,3.433302e+00,3.088083e+00,2.789596e+00,2.905697e-01,2.344201e-01,1.836076e-02,1.510651e-02,1.260813e-02,7.767729e-04
11.895242,86.851137,0.0042324759,1.006361e-04,7.624895e-01,5.252315e-01,4.143568e-01,3.262422e-01,2.904916e-01,2.595123e-01,2.248163e-02,1.805162e-02,1.401696e-03,1.152940e-03,9.659365e-04,5.879660e-05
6.186116,21.209509,0.0142182337,4.355496e-03,1.013852e+00,1.078570e+00,1.069324e+00,1.054333e+00,1.045406e+00,1.035732e+00,9.505393e-01,9.541084e-01,4.568106e-01,4.103972e-01,3.701950e-01,4.205099e-02
22.298680,75.431201,0.0005219336,8.605759e-06,4.579009e+00,8.615986e-01,4.924632e-01,3.174272e-01,2.625153e-01,2.207601e-01,1.201447e-02,9.497133e-03,7.118661e-04,5.872357e-04,4.927018e-04,1.865756e-05
130.304338,75.431201,0.0017533409,1.241441e-04,1.378935e+01,7.525332e+00,5.386937e+00,3.994187e+00,3.480720e+00,3.055052e+00,2.320035e-01,1.855947e-01,1.382989e-02,1.138208e-02,9.541394e-03,5.936726e-04
22.774632,21.209509,0.0030413853,2.381810e-04,5.853705e+00,4.860218e+00,4.394952e+00,4.039593e+00,3.883210e+00,3.734089e+00,8.246789e-01,6.838887e-01,6.345775e-02,5.255923e-02,4.416884e-02,2.738586e-03
4.326866,65.512856,0.0073417495,2.006149e-03,2.405863e+00,2.711363e+00,3.006339e+00,3.076352e+00,3.052334e+00,3.003378e+00,1.155718e+00,1.041279e+00,2.073988e-01,1.770836e-01,1.526193e-01,1.095029e-02
1.437931,75.431201,0.0091512747,2.320693e-03,1.415935e+00,1.541519e+00,1.739042e+00,1.813272e+00,1.813530e+00,1.796864e+00,7.338729e-01,6.651247e-01,1.465186e-01,1.260249e-01,1.093450e-01,8.242746e-03
9.601179,75.431201,0.0058900304,1.639770e-03,3.403496e+00,4.687852e+00,4.629395e+00,4.300451e+00,4.108963e+00,3.918200e+00,1.295414e+00,1.157531e+00,1.997383e-01,1.688559e-01,1.443600e-01,9.764825e-03
7.370215,37.275937,0.0246632736,2.062592e-02,5.674970e-01,5.564997e-01,5.459318e-01,5.328365e-01,5.255514e-01,5.180179e-01,7.255160e-01,7.259584e-01,3.666800e-01,3.450298e-01,3.262127e-01,9.866748e-02
3.447209,21.209509,0.0052756566,3.798706e-04,1.733541e+00,1.678960e+00,1.574063e+00,1.469576e+00,1.421822e+00,1.377730e+00,5.213268e-01,4.503072e-01,5.207668e-02,4.338978e-02,3.669433e-02,2.383864e-03
2.474834,13.894955,0.0081967290,8.491894e-04,7.856032e-01,1.018455e+00,1.031050e+00,1.024598e+00,1.017454e+00,1.008530e+00,6.296988e-01,5.908545e-01,1.383696e-01,1.181710e-01,1.019211e-01,7.700273e-03
6.661820,42.919343,0.0081967290,2.239464e-03,2.427412e+00,2.142466e+00,2.165305e+00,2.300753e+00,2.374964e+00,2.441733e+00,1.533494e+00,1.389349e+00,2.983012e-01,2.564346e-01,2.224612e-01,1.697867e-02
1671.218392,49.417134,0.0002162156,9.035340e-06,4.882069e+01,8.604400e+00,4.867575e+00,3.112557e+00,2.560276e+00,2.146415e+00,1.153770e-01,9.129585e-02,6.948366e-03,5.737722e-03,4.817563e-03,1.186931e-04
3.854478,75.431201,0.0058900304,6.019953e-04,1.765676e+00,1.865818e+00,1.851226e+00,1.741729e+00,1.671966e+00,1.598950e+00,3.564478e-01,2.998991e-01,3.005567e-02,2.487828e-02,2.090968e-02,1.290806e-03
12.872909,100.000000,0.0019575253,3.751620e-05,1.905584e+00,6.744351e-01,4.255780e-01,2.893846e-01,2.439971e-01,2.082780e-01,1.286729e-02,1.020511e-02,7.505995e-04,6.167035e-04,5.175820e-04,3.264307e-05
18.366852,18.420700,0.0030413853,2.261365e-04,5.288160e+00,4.562205e+00,4.113712e+00,3.754245e+00,3.600227e+00,3.457902e+00,8.267795e-01,6.891361e-01,6.571496e-02,5.446199e-02,4.587205e-02,2.862202e-03
33.657306,86.851137,0.0005827150,1.231058e-05,6.346071e+00,1.222685e+00,7.002617e-01,4.516874e-01,3.735317e-01,3.141163e-01,1.710764e-02,1.351476e-02,1.014374e-03,8.365627e-04,7.025940e-04,2.599645e-05
790.663996,100.000000,0.0005827150,3.427263e-05,3.370826e+01,7.770876e+00,4.565602e+00,2.981796e+00,2.475897e+00,2.089228e+00,1.152354e-01,9.153851e-02,6.849492e-03,5.646808e-03,4.737693e-03,1.570397e-04
163.087258,56.898660,0.0002695064,6.755154e-06,1.535318e+01,2.689122e+00,1.521583e+00,9.711844e-01,8.015193e-01,6.723378e-01,3.611416e-02,2.859683e-02,2.169587e-03,1.791223e-03,1.504692e-03,4.057124e-05
17.921254,86.851137,0.0001391628,1.901988e-06,3.290036e+00,5.155500e-01,2.851572e-01,1.808518e-01,1.483239e-01,1.241528e-01,6.790504e-03,5.398454e-03,2.655216e-04,2.013411e-04,1.591917e-04,2.078468e-06
1455.477334,42.919343,0.0002413949,9.284090e-06,4.559177e+01,8.317138e+00,4.728484e+00,3.035483e+00,2.509874e+00,2.103231e+00,1.136600e-01,8.998957e-02,6.783881e-03,5.601512e-03,4.696104e-03,1.525723e-04
9.187760,100.000000,0.0047253666,7.400028e-04,3.749505e+00,4.043367e+00,3.498269e+00,3.014473e+00,2.809619e+00,2.627430e+00,5.904598e-01,5.015303e-01,5.260013e-02,4.354569e-02,3.663405e-02,2.261941e-03
19.684531,75.431201,0.0005827150,9.169919e-06,4.023869e+00,7.783826e-01,4.466048e-01,2.883150e-01,2.386800e-01,2.008770e-01,1.096762e-02,8.717627e-03,6.490013e-04,5.356973e-04,4.496924e-04,1.874536e-05
2.109046,16.237767,0.0075644540,8.476593e-04,1.223077e+00,1.393591e+00,1.379935e+00,1.348807e+00,1.329611e+00,1.308940e+00,7.916093e-01,7.348405e-01,1.463042e-01,1.240531e-01,1.063729e-01,7.700844e-03
1101.596865,37.275937,0.0002162156,7.191716e-06,3.972750e+01,7.174699e+00,4.077583e+00,2.618141e+00,2.160206e+00,1.815128e+00,9.766340e-02,7.761813e-02,5.841047e-03,4.825273e-03,4.049015e-03,1.341942e-04
193.263678,75.431201,0.0017533409,1.463956e-04,1.668886e+01,9.427869e+00,6.866581e+00,5.168458e+00,4.533610e+00,4.002766e+00,3.214206e-01,2.571235e-01,1.930449e-02,1.584527e-02,1.328253e-02,8.268872e-04
243.646841,56.898660,0.0002413949,6.642380e-06,1.879866e+01,3.246797e+00,1.830327e+00,1.167501e+00,9.623949e-01,8.063619e-01,4.327476e-02,3.434902e-02,2.612402e-03,2.158093e-03,1.811212e-03,4.310336e-05
9.605168,6.866488,0.0127351667,2.686538e-03,1.976637e-01,5.729261e-01,6.857265e-01,7.551933e-01,7.794925e-01,7.988905e-01,8.139486e-01,7.925981e-01,4.608324e-01,4.298117e-01,4.005190e-01,5.870327e-02
4.130820,56.898660,0.0102169815,4.000421e-03,1.727293e+00,1.569946e+00,1.753445e+00,1.962974e+00,2.043149e+00,2.103140e+00,1.192391e+00,1.095848e+00,3.336868e-01,2.961320e-01,2.642709e-01,2.595269e-02
4.392854,75.431201,0.0058900304,1.076401e-03,2.628045e+00,3.275323e+00,3.279004e+00,3.087120e+00,2.965124e+00,2.839023e+00,8.138286e-01,7.088894e-01,9.254401e-02,7.725068e-02,6.536587e-02,4.172765e-03
140.015490,75.431201,0.0001391628,3.693152e-06,1.417977e+01,2.261760e+00,1.253267e+00,7.934794e-01,6.511717e-01,5.444366e-01,2.959103e-02,2.354780e-02,1.278173e-03,9.893857e-04,7.698122e-04,1.075219e-05
29.037108,75.431201,0.0052756566,2.004657e-03,5.248663e+00,7.397743e+00,6.902249e+00,6.175411e+00,5.827968e+00,5.508770e+00,1.968370e+00,1.775422e+00,3.515276e-01,2.997104e-01,2.579919e-01,1.825476e-02
5.672413,42.919343,0.0127351667,1.761553e-03,6.174379e-01,5.848568e-01,5.568054e-01,5.335132e-01,5.255469e-01,5.202496e-01,4.176267e-01,3.846417e-01,8.001400e-02,6.836025e-02,5.899195e-02,4.400684e-03
2005.717929,100.000000,0.0001000000,5.936687e-06,5.344415e+01,8.335573e+00,4.607753e+00,2.912955e+00,2.393838e+00,2.008766e+00,1.110284e-01,8.842542e-02,2.823148e-03,2.106748e-03,1.544026e-03,1.681746e-05
8.569544,28.117687,0.0081967290,4.465825e-04,5.335836e-01,5.390708e-01,5.135682e-01,4.848449e-01,4.707941e-01,4.573907e-01,1.972872e-01,1.731506e-01,2.210781e-02,1.847036e-02,1.565079e-02,1.037642e-03
4.373181,65.512856,0.0081967290,8.759114e-04,1.059488e+00,9.463316e-01,9.823722e-01,1.005889e+00,1.006552e+00,1.000363e+00,3.503224e-01,3.027355e-01,3.692268e-02,3.079865e-02,2.603562e-02,1.664620e-03
1620.441237,86.851137,0.0002162156,1.170394e-05,4.808333e+01,8.209545e+00,4.591052e+00,2.920607e+00,2.397830e+00,2.010014e+00,1.081569e-01,8.590824e-02,5.621825e-03,4.379925e-03,3.485955e-03,5.094340e-05
11.560211,65.512856,0.0047253666,1.213051e-04,7.106014e-01,5.114326e-01,4.359631e-01,3.676840e-01,3.370311e-01,3.089169e-01,3.364435e-02,2.717459e-02,2.198303e-03,1.808821e-03,1.512860e-03,9.206166e-05
966.811847,100.000000,0.0001391628,6.919285e-06,3.724687e+01,5.917109e+00,3.280669e+00,2.074248e+00,1.705381e+00,1.426328e+00,7.812225e-02,6.216913e-02,2.707661e-03,2.094681e-03,1.618592e-03,1.830893e-05
7.518908,37.275937,0.0042324759,1.634508e-04,1.403425e+00,1.086212e+00,9.630886e-01,8.623381e-01,8.159537e-01,7.714962e-01,1.241919e-01,1.015786e-01,8.815902e-03,7.289374e-03,6.109012e-03,3.742550e-04
47.784893,56.898660,0.0042324759,1.074397e-03,6.934423e+00,8.826008e+00,8.694149e+00,8.089856e+00,7.736761e+00,7.381993e+00,2.089143e+00,1.819626e+00,2.368918e-01,1.976793e-01,1.672112e-01,1.066649e-02
338.827571,49.417134,0.0005219336,1.732607e-05,2.218247e+01,5.032686e+00,2.946198e+00,1.922791e+00,1.599148e+00,1.349774e+00,7.594930e-02,6.031416e-02,4.442358e-03,3.663170e-03,3.072424e-03,1.578345e-04
358.797050,65.512856,0.0003008917,9.968603e-06,2.280533e+01,4.067158e+00,2.304099e+00,1.474838e+00,1.216299e+00,1.020330e+00,5.468066e-02,4.343710e-02,3.294227e-03,2.720920e-03,2.284282e-03,5.875165e-05
8.775409,7.906043,0.0142182337,2.977843e-03,1.831515e-01,5.007534e-01,5.888702e-01,6.411624e-01,6.590163e-01,6.730646e-01,6.674264e-01,6.494395e-01,3.887174e-01,3.631967e-01,3.389093e-01,5.019918e-02
2.872147,65.512856,0.0081967290,2.312812e-03,2.003676e+00,2.121158e+00,2.401213e+00,2.524205e+00,2.534499e+00,2.520247e+00,1.050460e+00,9.515998e-01,2.089895e-01,1.797017e-01,1.558994e-01,1.173819e-02
94.147374,28.117687,0.0033955682,5.712883e-04,1.041792e+01,8.961645e+00,8.922213e+00,8.852719e+00,8.752043e+00,8.608475e+00,2.477995e+00,2.097154e+00,2.184094e-01,1.813596e-01,1.526520e-01,9.504959e-03
10.833286,42.919343,0.0027241463,1.164595e-04,3.499611e+00,2.509723e+00,2.098487e+00,1.734045e+00,1.575049e+00,1.431807e+00,1.441513e-01,1.161754e-01,9.268703e-03,7.614597e-03,6.369033e-03,3.874842e-04
12.538904,37.275937,0.0047253666,6.401769e-04,4.317804e+00,3.724136e+00,3.721942e+00,3.725685e+00,3.701723e+00,3.659101e+00,1.148740e+00,9.783618e-01,1.063050e-01,8.835976e-02,7.447502e-02,4.675242e-03
4.883047,75.431201,0.0142182337,3.437879e-03,6.030557e-01,5.369482e-01,5.739936e-01,6.349801e-01,6.620777e-01,6.842943e-01,4.185056e-01,3.829450e-01,1.065666e-01,9.374902e-02,8.299095e-02,7.519550e-03
265.721068,56.898660,0.0001391628,3.793724e-06,1.962287e+01,3.184843e+00,1.771861e+00,1.124150e+00,9.216500e-01,7.709455e-01,4.161673e-02,3.305077e-02,2.154302e-03,1.677368e-03,1.333699e-03,1.944988e-05
81.515044,37.275937,0.0015704545,7.900441e-05,1.091976e+01,6.824878e+00,5.123164e+00,3.890448e+00,3.415156e+00,3.013844e+00,2.367269e-01,1.896455e-01,1.444401e-02,1.187530e-02,9.930933e-03,6.110793e-04
7.791813,75.431201,0.0102169815,9.661034e-04,6.066624e-01,5.353945e-01,5.524371e-01,5.700821e-01,5.738602e-01,5.739217e-01,2.215489e-01,1.927114e-01,2.483558e-02,2.075141e-02,1.758598e-02,1.134580e-03
11.129091,86.851137,0.0030413853,7.209081e-05,1.330004e+00,7.653853e-01,5.511048e-01,4.067651e-01,3.532477e-01,3.089267e-01,2.270495e-02,1.815641e-02,1.368521e-03,1.123970e-03,9.419848e-04,5.798992e-05
31.441294,56.898660,0.0030413853,3.085707e-04,6.669143e+00,6.513987e+00,5.746614e+00,4.942480e+00,4.573621e+00,4.233452e+00,5.751781e-01,4.692147e-01,3.927094e-02,3.237407e-02,2.706206e-02,1.651079e-03
2.861978,12.067926,0.0081967290,8.112788e-04,6.194297e-01,8.919419e-01,9.187944e-01,9.234203e-01,9.212439e-01,9.170530e-01,5.873911e-01,5.518443e-01,1.401180e-01,1.202209e-01,1.040851e-01,8.079479e-03
1.918889,100.000000,0.0099071320,4.833473e-03,1.413745e+00,2.172812e+00,2.221525e+00,2.086408e+00,1.994538e+00,1.900502e+00,8.601095e-01,7.983566e-01,2.585881e-01,2.313894e-01,2.081759e-01,2.255803e-02
16.671734,86.851137,0.0006505748,9.610734e-06,3.094396e+00,5.965970e-01,3.420855e-01,2.207849e-01,1.828972e-01,1.537644e-01,8.388674e-03,6.663251e-03,4.969974e-04,4.098183e-04,3.439556e-04,1.394754e-05
1656.397375,37.275937,0.0001936627,7.049689e-06,4.860537e+01,8.629031e+00,4.891631e+00,3.135819e+00,2.583970e+00,2.169256e+00,1.167207e-01,9.224725e-02,6.989784e-03,5.769412e-03,4.846403e-03,1.451418e-04
4.705233,65.512856,0.0081967290,8.333827e-04,1.019853e+00,9.056583e-01,9.348313e-01,9.540836e-01,9.537365e-01,9.471295e-01,3.260072e-01,2.810290e-01,3.355171e-02,2.794697e-02,2.362621e-02,1.501129e-03
156.464483,56.898660,0.0003750526,9.727900e-06,1.504653e+01,2.829274e+00,1.617215e+00,1.040846e+00,8.602408e-01,7.236324e-01,3.924803e-02,3.109124e-02,2.333330e-03,1.925781e-03,1.614508e-03,5.884047e-05
3.810280,13.894955,0.0081967290,7.024165e-04,5.876155e-01,7.853199e-01,7.984557e-01,7.950293e-01,7.899012e-01,7.832239e-01,4.692883e-01,4.371320e-01,9.627661e-02,8.201998e-02,7.060018e-02,5.272225e-03
4.024198,37.275937,0.0065759507,9.749931e-04,2.477065e+00,2.168700e+00,2.093502e+00,2.096804e+00,2.108482e+00,2.119260e+00,1.026730e+00,9.007935e-01,1.221275e-01,1.022952e-01,8.682275e-02,5.713209e-03
12.230937,75.431201,0.0019575253,3.806128e-05,1.994694e+00,8.243686e-01,5.391674e-01,3.743325e-01,3.179072e-01,2.729508e-01,1.768029e-02,1.404002e-02,1.040497e-03,8.544165e-04,7.149046e-04,4.467339e-05
98.093429,65.512856,0.0001000000,2.245699e-06,1.177120e+01,1.840275e+00,1.017564e+00,6.442914e-01,5.305552e-01,4.423485e-01,2.427041e-02,1.929764e-02,9.058311e-04,6.961275e-04,5.505209e-04,6.661841e-06
3.490011,86.851137,0.0058900304,8.649184e-04,2.160819e+00,2.681772e+00,2.572568e+00,2.352892e+00,2.236001e+00,2.122147e+00,5.358194e-01,4.601049e-01,5.292680e-02,4.403370e-02,3.710348e-02,2.319211e-03
8.415147,15.998587,0.0037909973,3.107159e-04,3.643733e+00,3.503807e+00,3.263766e+00,3.027606e+00,2.919823e+00,2.820023e+00,9.558423e-01,8.185277e-01,9.008676e-02,7.496223e-02,6.333522e-02,4.090483e-03
648.204912,49.417134,0.0001391628,4.436547e-06,3.056516e+01,5.021464e+00,2.802834e+00,1.777075e+00,1.464183e+00,1.222923e+00,6.586688e-02,5.219634e-02,3.663969e-03,2.876845e-03,2.298737e-03,3.607434e-05
9.370356,65.512856,0.0073417495,2.783829e-03,2.875547e+00,3.533516e+00,3.914132e+00,3.963059e+00,3.909705e+00,3.825830e+00,1.523812e+00,1.393170e+00,3.467907e-01,3.011995e-01,2.635409e-01,2.115776e-02
37.943056,42.919343,0.0012599210,3.731403e-05,7.270378e+00,3.178368e+00,2.114873e+00,1.483699e+00,1.264712e+00,1.089121e+00,7.211694e-02,5.737622e-02,4.264207e-03,3.509210e-03,2.937767e-03,1.824001e-04
3.412419,12.067926,0.0073417495,1.042421e-03,1.432169e+00,1.828803e+00,1.848485e+00,1.836847e+00,1.824627e+00,1.809491e+00,1.188367e+00,1.125277e+00,2.897560e-01,2.485502e-01,2.151459e-01,1.662919e-02
24.119248,21.209509,0.0033955682,3.214830e-04,5.940825e+00,5.093199e+00,4.666591e+00,4.355061e+00,4.223865e+00,4.100570e+00,1.118735e+00,9.383970e-01,9.229199e-02,7.657158e-02,6.447328e-02,4.030185e-03
4.771812,49.417134,0.0091512747,2.846401e-03,2.003509e+00,1.777385e+00,1.870291e+00,2.043802e+00,2.123427e+00,2.189527e+00,1.329679e+00,1.211282e+00,3.011733e-01,2.620931e-01,2.297941e-01,1.907975e-02
54.938022,75.431201,0.0021854879,1.523538e-04,8.987777e+00,5.872085e+00,4.403870e+00,3.374122e+00,2.979231e+00,2.645092e+00,2.234026e-01,1.790767e-01,1.357593e-02,1.116880e-02,9.346602e-03,5.778923e-04
