chi2,m_chi_GeV,m_phi_GeV,alpha,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
57.565259,56.898660,0.0012599210,4.350714e-05,9.096208e+00,3.587081e+00,2.317153e+00,1.597204e+00,1.353054e+00,1.159364e+00,7.362074e-02,5.856841e-02,4.307275e-03,3.542636e-03,2.968463e-03,1.864269e-04
15.347446,12.067926,0.0037909973,3.919194e-04,4.321643e+00,4.521117e+00,4.340307e+00,4.115596e+00,3.999769e+00,3.885901e+00,1.629110e+00,1.431771e+00,1.848129e-01,1.544547e-01,1.309318e-01,8.731846e-03
383.120581,42.919343,0.0005219336,1.723568e-05,2.357390e+01,5.624424e+00,3.315883e+00,2.172806e+00,1.809245e+00,1.529342e+00,8.739885e-02,6.922617e-02,5.092378e-03,4.193617e-03,3.516639e-03,1.959749e-04
2.996877,32.374575,0.0102169815,1.896997e-03,1.284383e+00,1.226785e+00,1.172007e+00,1.122491e+00,1.103804e+00,1.090098e+00,9.090831e-01,8.426709e-01,1.859429e-01,1.593907e-01,1.379378e-01,1.052056e-02
4.566204,37.275937,0.0142182337,2.703754e-03,6.566400e-01,6.387768e-01,6.167715e-01,5.932287e-01,5.825537e-01,5.733942e-01,5.457822e-01,5.175316e-01,1.450795e-01,1.264410e-01,1.110113e-01,9.557179e-03
5.483591,21.209509,0.0177226099,4.690547e-03,5.308114e-01,6.142398e-01,6.151263e-01,6.112276e-01,6.083339e-01,6.049870e-01,5.169153e-01,5.208101e-01,3.030675e-01,2.750526e-01,2.502541e-01,3.087367e-02
2.930871,49.417134,0.0114067946,2.640188e-03,1.082318e+00,9.722387e-01,9.391039e-01,9.588472e-01,9.815219e-01,1.007598e+00,7.816185e-01,7.150374e-01,1.714209e-01,1.486652e-01,1.299626e-01,1.059906e-02
4.001203,13.894955,0.0114067946,1.544230e-03,4.873632e-01,7.148678e-01,7.387317e-01,7.454751e-01,7.455582e-01,7.442116e-01,5.453129e-01,5.246418e-01,1.921018e-01,1.683188e-01,1.483051e-01,1.299163e-02
3.965256,49.417134,0.0142182337,4.619275e-03,8.725244e-01,8.023292e-01,7.641943e-01,7.601870e-01,7.723509e-01,7.913580e-01,7.846779e-01,7.286155e-01,2.328143e-01,2.082105e-01,1.871894e-01,2.043708e-02
8.076771,56.898660,0.0047253666,5.979136e-04,3.494613e+00,3.559024e+00,3.571234e+00,3.400181e+00,3.280136e+00,3.150212e+00,7.215101e-01,6.073082e-01,6.119324e-02,5.069033e-02,4.263572e-02,2.631131e-03
4.591897,100.000000,0.0058900304,1.233057e-03,2.746576e+00,3.488064e+00,3.149899e+00,2.777123e+00,2.609778e+00,2.458473e+00,7.275676e-01,6.396365e-01,9.015539e-02,7.547718e-02,6.392919e-02,4.117907e-03
5.603327,86.851137,0.0081967290,7.913491e-04,8.712450e-01,8.831799e-01,9.180181e-01,9.024055e-01,8.823392e-01,8.575938e-01,2.376855e-01,2.033969e-01,2.300677e-02,1.913153e-02,1.614365e-02,1.013000e-03
805.493962,49.417134,0.0005219336,2.208394e-05,3.401620e+01,8.058866e+00,4.746626e+00,3.108066e+00,2.587016e+00,2.186116e+00,1.239719e-01,9.813815e-02,7.238895e-03,5.967987e-03,5.004661e-03,2.564204e-04
2501.540066,86.851137,0.0001246471,7.315644e-06,5.962037e+01,9.531969e+00,5.293367e+00,3.350485e+00,2.744389e+00,2.296375e+00,1.255670e-01,9.986132e-02,4.442798e-03,3.423947e-03,2.691779e-03,3.129743e-05
2.643654,100.000000,0.0091512747,1.712820e-03,1.004780e+00,1.285821e+00,1.345735e+00,1.304923e+00,1.266722e+00,1.223408e+00,4.211100e-01,3.769223e-01,6.717041e-02,5.692223e-02,4.875637e-02,3.347226e-03
4.371605,21.209509,0.0042324759,2.520831e-04,2.120538e+00,1.940316e+00,1.773858e+00,1.626524e+00,1.562208e+00,1.503347e+00,4.249036e-01,3.583823e-01,3.632098e-02,3.016021e-02,2.544058e-02,1.613286e-03
30.214647,18.420700,0.0024399977,1.572329e-04,6.710461e+00,5.379223e+00,4.745225e+00,4.243918e+00,4.023311e+00,3.816238e+00,6.798330e-01,5.585496e-01,4.965692e-02,4.103605e-02,3.451591e-02,2.125432e-03
13.566897,75.431201,0.0014066445,2.255275e-05,2.215525e+00,6.761514e-01,4.148000e-01,2.776655e-01,2.328803e-01,1.979590e-01,1.194133e-02,9.476330e-03,6.943490e-04,5.722415e-04,4.785047e-04,3.027790e-05
3.040862,86.851137,0.0114067946,2.465865e-03,7.934954e-01,8.176578e-01,9.310880e-01,9.898165e-01,9.991087e-01,9.982503e-01,4.319009e-01,3.921082e-01,8.985738e-02,7.754177e-02,6.748009e-02,5.205608e-03
4.271842,18.420700,0.0047253666,4.053965e-04,2.594204e+00,2.529220e+00,2.379116e+00,2.226935e+00,2.156800e+00,2.091866e+00,8.254726e-01,7.158786e-01,8.480103e-02,7.070026e-02,5.980351e-02,3.907884e-03
14.726370,21.209509,0.0073417495,1.642640e-03,3.079273e+00,3.009613e+00,2.896258e+00,2.776663e+00,2.722425e+00,2.674892e+00,2.108185e+00,1.961151e+00,4.233881e-01,3.617128e-01,3.121266e-01,2.335369e-02
9.358991,28.117687,0.0033955682,2.121372e-04,3.739766e+00,2.980466e+00,2.694178e+00,2.463583e+00,2.355389e+00,2.249463e+00,4.171062e-01,3.430620e-01,3.052736e-02,2.525827e-02,2.121989e-02,1.301242e-03
41.033353,65.512856,0.0011285020,3.170476e-05,7.434420e+00,2.354976e+00,1.454060e+00,9.766960e-01,8.200771e-01,6.976811e-01,4.209817e-02,3.337452e-02,2.446826e-03,2.015585e-03,1.688986e-03,1.069855e-04
4.885380,28.117687,0.0158740105,3.289617e-03,5.721515e-01,5.952605e-01,5.870597e-01,5.755078e-01,5.689007e-01,5.619291e-01,5.108085e-01,5.035839e-01,1.937114e-01,1.714247e-01,1.525272e-01,1.486487e-02
46.475828,49.417134,0.0027241463,2.624082e-04,8.059941e+00,7.483805e+00,6.580511e+00,5.637467e+00,5.204097e+00,4.804233e+00,6.090720e-01,4.950295e-01,4.076925e-02,3.360915e-02,2.809414e-02,1.712050e-03
1922.438099,42.919343,0.0002695064,1.134381e-05,5.231402e+01,9.875034e+00,5.643685e+00,3.631411e+00,3.004141e+00,2.520861e+00,1.368160e-01,1.084306e-01,8.132933e-03,6.719618e-03,5.635701e-03,1.992183e-04
8.606711,42.919343,0.0030413853,1.095752e-04,2.343558e+00,1.650236e+00,1.389720e+00,1.160558e+00,1.059402e+00,9.674452e-01,1.016460e-01,8.202286e-02,6.598901e-03,5.427744e-03,4.558515e-03,2.766274e-04
19.248625,86.851137,0.0001936627,2.834343e-06,3.732286e+00,5.999251e-01,3.325142e-01,2.106915e-01,1.733546e-01,1.448356e-01,7.831591e-03,6.227428e-03,3.838321e-04,2.988320e-04,2.357154e-04,3.342150e-06
40.764354,75.431201,0.0004187291,8.425001e-06,7.171103e+00,1.297641e+00,7.377854e-01,4.730536e-01,3.907780e-01,3.282989e-01,1.766227e-02,1.402067e-02,1.056320e-03,8.718402e-04,7.318068e-04,2.336557e-05
4.501903,75.431201,0.0058900304,5.152809e-04,1.569308e+00,1.586159e+00,1.560971e+00,1.462280e+00,1.401117e+00,1.337477e+00,2.765331e-01,2.309203e-01,2.212750e-02,1.829619e-02,1.536470e-02,9.425986e-04
63.456315,86.851137,0.0004674920,1.164658e-05,9.325836e+00,1.721891e+00,9.802844e-01,6.296434e-01,5.206593e-01,4.363841e-01,2.356000e-02,1.863416e-02,1.406918e-03,1.160650e-03,9.747965e-04,3.025281e-05
37.408390,49.417134,0.0033955682,4.520239e-04,7.037126e+00,7.270502e+00,6.922958e+00,6.306340e+00,5.973801e+00,5.645590e+00,1.030322e+00,8.540361e-01,7.821223e-02,6.452896e-02,5.425505e-02,3.314107e-03
4.063687,24.420531,0.0142182337,3.478057e-03,8.361015e-01,8.727008e-01,8.615242e-01,8.455088e-01,8.362846e-01,8.264983e-01,7.552006e-01,7.472161e-01,2.995460e-01,2.658606e-01,2.371796e-01,2.376509e-02
13.015020,100.000000,0.0019575253,3.481731e-05,1.694855e+00,5.879061e-01,3.694080e-01,2.505777e-01,2.111003e-01,1.800773e-01,1.108446e-02,8.790766e-03,6.464889e-04,5.311643e-04,4.457911e-04,2.811536e-05
1.258631,86.851137,0.0091512747,2.545170e-03,1.360466e+00,1.727153e+00,1.878423e+00,1.871810e+00,1.834888e+00,1.785956e+00,6.888184e-01,6.277045e-01,1.474088e-01,1.273779e-01,1.109262e-01,8.585917e-03
21.151431,100.000000,0.0024399977,1.267189e-04,5.250377e+00,2.963939e+00,2.137400e+00,1.592436e+00,1.390287e+00,1.222186e+00,9.421537e-02,7.527230e-02,5.641361e-03,4.634088e-03,3.882782e-03,2.411057e-04
13.764631,21.209509,0.0033955682,2.618142e-04,4.629099e+00,3.961922e+00,3.593993e+00,3.310662e+00,3.189762e+00,3.077033e+00,7.657170e-01,6.391889e-01,6.134384e-02,5.083239e-02,4.281139e-02,2.668650e-03
21.560019,75.431201,0.0004674920,7.425683e-06,4.407549e+00,8.059453e-01,4.589298e-01,2.947960e-01,2.437377e-01,2.049197e-01,1.106545e-02,8.767509e-03,6.593061e-04,5.444784e-04,4.564756e-04,1.599852e-05
6.494359,15.998587,0.0114067946,1.119775e-03,3.571315e-01,5.020627e-01,5.153455e-01,5.174167e-01,5.162334e-01,5.140615e-01,3.509397e-01,3.339050e-01,9.833443e-02,8.499466e-02,7.403581e-02,5.978337e-03
9.256043,65.512856,0.0037909973,1.217497e-04,1.356622e+00,9.903120e-01,8.202578e-01,6.710721e-01,6.069258e-01,5.496383e-01,5.357435e-02,4.314156e-02,3.412146e-03,2.812491e-03,2.350335e-03,1.432753e-04
5.193616,21.209509,0.0042324759,3.095341e-04,2.786070e+00,2.539107e+00,2.331953e+00,2.154894e+00,2.079264e+00,2.010648e+00,6.209044e-01,5.261652e-01,5.462659e-02,4.538220e-02,3.829426e-02,2.432340e-03
4.090786,100.000000,0.0058900304,1.104771e-03,2.535159e+00,3.205462e+00,2.911061e+00,2.574798e+00,2.421309e+00,2.281277e+00,6.401128e-01,5.587552e-01,7.339917e-02,6.128461e-02,5.178855e-02,3.297299e-03
8.097907,37.275937,0.0220907117,1.935695e-02,7.246217e-01,7.061598e-01,6.893040e-01,6.688502e-01,6.579736e-01,6.474161e-01,9.336147e-01,9.178750e-01,4.398248e-01,4.142282e-01,3.916319e-01,1.141587e-01
445.900307,100.000000,0.0011285020,8.433718e-05,2.535540e+01,9.130156e+00,5.961007e+00,4.152606e+00,3.532992e+00,3.037923e+00,1.930750e-01,1.532609e-01,1.128518e-02,9.306077e-03,7.792171e-03,4.118557e-04
18.535316,100.000000,0.0037909973,4.819873e-04,5.285356e+00,4.739691e+00,3.934245e+00,3.302731e+00,3.045073e+00,2.818614e+00,4.724233e-01,3.909511e-01,3.476864e-02,2.866583e-02,2.399523e-02,1.472738e-03
3.762521,49.417134,0.0058900304,5.963210e-04,2.063318e+00,1.787388e+00,1.791836e+00,1.783368e+00,1.764231e+00,1.735869e+00,5.039248e-01,4.271136e-01,4.494161e-02,3.732658e-02,3.145962e-02,1.963245e-03
82.119159,42.919343,0.0014066445,6.203528e-05,1.098163e+01,5.869374e+00,4.124481e+00,2.995165e+00,2.585282e+00,2.249404e+00,1.593137e-01,1.272543e-01,9.511763e-03,7.803659e-03,6.545358e-03,4.051750e-04
15.564023,32.374575,0.0030413853,1.988887e-04,4.858657e+00,3.782306e+00,3.435738e+00,3.098182e+00,2.929314e+00,2.763275e+00,4.168896e-01,3.401848e-01,2.907510e-02,2.400665e-02,2.014451e-02,1.227583e-03
5.742749,49.417134,0.0052756566,6.640608e-04,3.022136e+00,2.755200e+00,2.830424e+00,2.816489e+00,2.775386e+00,2.717808e+00,7.606356e-01,6.462341e-01,6.930406e-02,5.757241e-02,4.846595e-02,3.030533e-03
3.872027,32.374575,0.0127351667,2.140510e-03,7.532760e-01,7.446630e-01,7.217707e-01,6.956916e-01,6.829497e-01,6.711561e-01,5.815975e-01,5.505707e-01,1.424561e-01,1.230564e-01,1.071918e-01,8.627099e-03
5.610813,65.512856,0.0058900304,4.084611e-04,1.366369e+00,1.218112e+00,1.194254e+00,1.131811e+00,1.090944e+00,1.046819e+00,2.098613e-01,1.740466e-01,1.607088e-02,1.328674e-02,1.115964e-02,6.847227e-04
140.680238,86.851137,0.0015704545,1.005596e-04,1.435925e+01,6.484047e+00,4.433892e+00,3.184706e+00,2.740966e+00,2.380138e+00,1.651315e-01,1.312473e-01,9.721833e-03,7.983337e-03,6.685809e-03,4.206184e-04
9.500053,86.851137,0.0033955682,1.931849e-04,3.022390e+00,2.444611e+00,1.962104e+00,1.575018e+00,1.416650e+00,1.278307e+00,1.265468e-01,1.019463e-01,7.957095e-03,6.537987e-03,5.487779e-03,3.359552e-04
20.095270,37.275937,0.0017533409,5.759806e-05,5.121561e+00,2.971078e+00,2.214552e+00,1.675274e+00,1.468497e+00,1.294344e+00,1.009185e-01,8.081517e-02,6.199827e-03,5.104765e-03,4.267945e-03,2.610688e-04
4.693927,24.420531,0.0058900304,3.604088e-04,1.177020e+00,1.131560e+00,1.057358e+00,9.848489e-01,9.520139e-01,9.217916e-01,3.361043e-01,2.892926e-01,3.276824e-02,2.728704e-02,2.306668e-02,1.495266e-03
293.225090,49.417134,0.0002695064,7.400210e-06,2.062746e+01,3.696328e+00,2.099068e+00,1.344734e+00,1.110476e+00,9.326965e-01,5.018901e-02,3.971021e-02,2.999045e-03,2.478208e-03,2.079041e-03,6.515254e-05
14.439505,86.851137,0.0011285020,1.661922e-05,2.249394e+00,5.479340e-01,3.240342e-01,2.126935e-01,1.772175e-01,1.498360e-01,8.624221e-03,6.805084e-03,5.019766e-04,4.131738e-04,3.466841e-04,1.994425e-05
5.980891,18.420700,0.0102169815,8.958265e-04,4.662804e-01,5.772600e-01,5.801326e-01,5.736977e-01,5.685411e-01,5.625058e-01,3.522084e-01,3.305039e-01,7.554650e-02,6.443604e-02,5.551754e-02,4.163350e-03
26.119378,75.431201,0.0001553689,2.491031e-06,5.176218e+00,8.270002e-01,4.591215e-01,2.902482e-01,2.385506e-01,1.994267e-01,1.081130e-02,8.593413e-03,5.045718e-04,3.900435e-04,3.085913e-04,4.334665e-06
6.453364,32.374575,0.0142182337,5.412699e-03,1.131766e+00,1.097928e+00,1.064017e+00,1.026296e+00,1.008659e+00,9.934984e-01,1.159196e+00,1.118681e+00,4.187181e-01,3.772636e-01,3.416509e-01,4.194033e-02
5.383843,49.417134,0.0102169815,1.153372e-03,7.862473e-01,7.042465e-01,6.691552e-01,6.585292e-01,6.593723e-01,6.621447e-01,3.841412e-01,3.416511e-01,5.187567e-02,4.364023e-02,3.717979e-02,2.510638e-03
5.148683,21.209509,0.0073417495,4.890848e-04,7.646085e-01,8.154439e-01,7.899820e-01,7.557154e-01,7.374040e-01,7.190606e-01,3.386801e-01,3.018863e-01,4.289653e-02,3.594858e-02,3.053723e-02,2.071811e-03
10.723033,56.898660,0.0024399977,5.467896e-05,1.764084e+00,9.887054e-01,7.215531e-01,5.375944e-01,4.684849e-01,4.108838e-01,3.087613e-02,2.471120e-02,1.880955e-03,1.546793e-03,1.293810e-03,7.937050e-05
175.455065,86.851137,0.0017533409,1.431004e-04,1.596737e+01,8.272418e+00,5.940653e+00,4.433412e+00,3.876345e+00,3.413055e+00,2.670568e-01,2.133079e-01,1.594265e-02,1.310264e-02,1.096824e-02,6.857959e-04
6.095343,28.117687,0.0091512747,7.108118e-04,6.611878e-01,6.703886e-01,6.447346e-01,6.149543e-01,6.001894e-01,5.860859e-01,3.185535e-01,2.864616e-01,4.347799e-02,3.651294e-02,3.106872e-02,2.124133e-03
7.120723,37.275937,0.0220907117,1.591202e-02,6.525489e-01,6.374335e-01,6.231654e-01,6.057714e-01,5.964061e-01,5.871295e-01,8.161639e-01,8.068069e-01,3.845298e-01,3.596344e-01,3.379148e-01,8.852386e-02
28.110609,65.512856,0.0037909973,6.085541e-04,6.090672e+00,7.064285e+00,6.477447e+00,5.751544e+00,5.404333e+00,5.078967e+00,1.032185e+00,8.667845e-01,8.505427e-02,7.039773e-02,5.907576e-02,3.636079e-03
5.324838,21.209509,0.0091512747,7.485675e-04,6.148259e-01,6.871873e-01,6.770110e-01,6.584949e-01,6.475761e-01,6.360601e-01,3.659683e-01,3.364573e-01,6.117922e-02,5.169272e-02,4.420063e-02,3.142747e-03
8.230113,86.851137,0.0037909973,2.640146e-04,2.949895e+00,2.682275e+00,2.245527e+00,1.863048e+00,1.699969e+00,1.554445e+00,1.835233e-01,1.488165e-01,1.205258e-02,9.922534e-03,8.295345e-03,5.070671e-04
27.378314,13.894955,0.0042324759,5.747697e-04,5.271491e+00,5.314349e+00,5.083604e+00,4.823291e+00,4.696235e+00,4.575621e+00,2.232816e+00,1.982742e+00,2.741051e-01,2.295206e-01,1.948325e-01,1.305341e-02
177.280859,100.000000,0.0021854879,2.685157e-04,1.597537e+01,9.302013e+00,7.147815e+00,5.688191e+00,5.123179e+00,4.637934e+00,5.048961e-01,4.075061e-01,3.178739e-02,2.613793e-02,2.188454e-02,1.355888e-03
18.338124,65.512856,0.0033955682,3.367507e-04,5.156024e+00,5.157515e+00,4.537665e+00,3.900383e+00,3.610660e+00,3.344467e+00,4.713725e-01,3.854027e-01,3.258965e-02,2.686418e-02,2.245500e-02,1.372268e-03
31.620688,24.420531,0.0021854879,1.180829e-04,6.883593e+00,4.965595e+00,4.277265e+00,3.686422e+00,3.418296e+00,3.168216e+00,3.910232e-01,3.169796e-01,2.628741e-02,2.168329e-02,1.817909e-02,1.103210e-03
4.392514,65.512856,0.0073417495,2.018669e-03,2.414387e+00,2.725370e+00,3.022164e+00,3.092114e+00,3.067712e+00,3.018255e+00,1.162232e+00,1.047458e+00,2.095645e-01,1.789882e-01,1.543592e-01,1.111800e-02
5.062620,37.275937,0.0114067946,3.489256e-03,1.445121e+00,1.350945e+00,1.284993e+00,1.245842e+00,1.242109e+00,1.248513e+00,1.248141e+00,1.163947e+00,3.343383e-01,2.944914e-01,2.610592e-01,2.444216e-02
35.724419,28.117687,0.0047253666,8.975666e-04,6.161118e+00,5.363892e+00,5.199381e+00,5.214959e+00,5.238836e+00,5.255888e+00,2.374426e+00,2.071969e+00,2.684294e-01,2.244550e-01,1.902209e-01,1.239454e-02
2.955428,37.275937,0.0091512747,1.299005e-03,1.248127e+00,1.151719e+00,1.088565e+00,1.049515e+00,1.040071e+00,1.035882e+00,6.934580e-01,6.251245e-01,1.054451e-01,8.910134e-02,7.619727e-02,5.302400e-03
3.827724,11.288379,0.0075644540,6.176711e-04,5.144151e-01,7.672832e-01,7.948948e-01,8.009798e-01,7.996105e-01,7.962535e-01,4.863704e-01,4.525036e-01,1.047323e-01,8.951494e-02,7.725885e-02,5.882165e-03
64.233928,49.417134,0.0037909973,8.270962e-04,8.225860e+00,9.620943e+00,9.586333e+00,9.013690e+00,8.652694e+00,8.278806e+00,2.120244e+00,1.816180e+00,2.060286e-01,1.711403e-01,1.443431e-01,9.017577e-03
103.668214,42.919343,0.0009053579,2.818154e-05,1.230550e+01,4.212599e+00,2.641280e+00,1.789497e+00,1.506985e+00,1.285142e+00,7.921583e-02,6.310943e-02,4.632072e-03,3.806045e-03,3.186252e-03,2.004838e-04
6.567753,9.102982,0.0127351667,2.442322e-03,3.074304e-01,6.756409e-01,7.520449e-01,7.922378e-01,8.048044e-01,8.140964e-01,7.223805e-01,6.976094e-01,3.770375e-01,3.450252e-01,3.157549e-01,3.802475e-02
5.440770,24.420531,0.0177226099,5.525801e-03,6.436932e-01,6.833135e-01,6.780850e-01,6.696137e-01,6.645579e-01,6.590574e-01,6.200442e-01,6.286987e-01,3.407670e-01,3.093065e-01,2.817263e-01,3.669734e-02
40.955488,65.512856,0.0052756566,2.175685e-03,5.645359e+00,8.130028e+00,8.001500e+00,7.393603e+00,7.047445e+00,6.707220e+00,2.425482e+00,2.196568e+00,4.619796e-01,3.956197e-01,3.419180e-01,2.487022e-02
6.864255,86.851137,0.0073417495,5.390645e-04,8.672257e-01,8.504349e-01,8.498236e-01,8.089602e-01,7.804491e-01,7.495081e-01,1.651016e-01,1.383159e-01,1.352623e-02,1.119547e-02,9.410529e-03,5.784512e-04
2.047629,86.851137,0.0081967290,2.646811e-03,1.803449e+00,2.521281e+00,2.623372e+00,2.517661e+00,2.431305e+00,2.337019e+00,8.915952e-01,8.140433e-01,1.954537e-01,1.692233e-01,1.476596e-01,1.157012e-02
634.986507,42.919343,0.0001936627,5.880073e-06,3.025743e+01,5.241724e+00,2.958624e+00,1.890233e+00,1.559353e+00,1.307495e+00,7.002074e-02,5.545496e-02,4.213822e-03,3.484109e-03,2.924798e-03,7.401521e-05
3.420070,12.067926,0.0102169815,1.342120e-03,5.250653e-01,8.159611e-01,8.513223e-01,8.636674e-01,8.653596e-01,8.651054e-01,6.292059e-01,6.018948e-01,2.115051e-01,1.849834e-01,1.627335e-01,1.409657e-02
5.424733,56.898660,0.0081967290,2.635636e-03,2.342401e+00,2.277943e+00,2.592323e+00,2.809213e+00,2.865021e+00,2.890682e+00,1.350073e+00,1.227651e+00,2.932992e-01,2.540493e-01,2.218064e-01,1.762042e-02
7.356799,56.898660,0.0091512747,7.329768e-04,7.059025e-01,6.105238e-01,5.879867e-01,5.835412e-01,5.827172e-01,5.811028e-01,2.336677e-01,2.017947e-01,2.398874e-02,2.000074e-02,1.690908e-02,1.082064e-03
9.649494,49.417134,0.0027241463,8.314549e-05,2.264124e+00,1.483215e+00,1.174090e+00,9.285682e-01,8.283366e-01,7.411507e-01,6.491678e-02,5.214844e-02,4.078546e-03,3.349317e-03,2.805683e-03,1.709941e-04
16.579180,100.000000,0.0011285020,2.162787e-05,3.358159e+00,8.109318e-01,4.788810e-01,3.140173e-01,2.615598e-01,2.210313e-01,1.255592e-02,9.949332e-03,7.333582e-04,6.052291e-04,5.070601e-04,2.708680e-05
5.260866,75.431201,0.0047253666,4.331384e-04,2.450274e+00,2.579292e+00,2.399186e+00,2.146559e+00,2.019197e+00,1.896931e+00,3.263652e-01,2.697675e-01,2.423231e-02,2.002969e-02,1.677013e-02,1.026156e-03
3.587221,28.117687,0.0102169815,2.110718e-03,1.431875e+00,1.395852e+00,1.345691e+00,1.292479e+00,1.268397e+00,1.247547e+00,1.085941e+00,1.020675e+00,2.518390e-01,2.171486e-01,1.888630e-01,1.499761e-02
4.146862,28.117687,0.0142182337,3.720728e-03,8.847007e-01,8.885810e-01,8.706527e-01,8.482054e-01,8.360302e-01,8.237179e-01,8.146882e-01,7.974671e-01,2.948136e-01,2.615931e-01,2.334043e-01,2.359221e-02
12.476369,56.898660,0.0042324759,5.338834e-04,4.261404e+00,4.461144e+00,4.356754e+00,4.048324e+00,3.866321e+00,3.680628e+00,7.568294e-01,6.326356e-01,6.094782e-02,5.038866e-02,4.230744e-02,2.597755e-03
3.089870,21.209509,0.0058900304,5.897673e-04,2.082983e+00,2.039960e+00,1.935294e+00,1.828059e+00,1.778906e+00,1.733932e+00,8.360406e-01,7.381947e-01,9.837904e-02,8.228613e-02,6.979796e-02,4.649885e-03
45.704046,56.898660,0.0011285020,3.253588e-05,7.956884e+00,2.730690e+00,1.712087e+00,1.159903e+00,9.767542e-01,8.329355e-01,5.124654e-02,4.065325e-02,2.992486e-03,2.459178e-03,2.056167e-03,1.298100e-04
131.468398,65.512856,0.0017533409,1.242672e-04,1.381330e+01,8.206412e+00,5.972038e+00,4.470554e+00,3.909187e+00,3.440810e+00,2.677054e-01,2.140323e-01,1.605551e-02,1.319135e-02,1.102583e-02,6.851688e-04
4.901011,56.898660,0.0073417495,1.875305e-03,2.508882e+00,2.479628e+00,2.771481e+00,2.934477e+00,2.962118e+00,2.961415e+00,1.247567e+00,1.119511e+00,2.124437e-01,1.809402e-01,1.556929e-01,1.105861e-02
33.824448,86.851137,0.0007263372,1.627905e-05,6.400205e+00,1.341797e+00,7.770809e-01,5.040444e-01,4.182776e-01,3.522148e-01,1.941532e-02,1.538067e-02,1.146250e-03,9.454149e-04,7.931097e-04,3.492603e-05
19.160981,86.851137,0.0002413949,3.554974e-06,3.728412e+00,6.112549e-01,3.412540e-01,2.163672e-01,1.777082e-01,1.488758e-01,7.994567e-03,6.351059e-03,4.420007e-04,3.464419e-04,2.769598e-04,4.274307e-06
108.016457,75.431201,0.0001734623,4.325732e-06,1.239359e+01,2.002267e+00,1.115982e+00,7.068455e-01,5.789853e-01,4.847553e-01,2.620907e-02,2.084446e-02,1.310209e-03,1.019602e-03,8.087879e-04,1.136996e-05
78.578151,86.851137,0.0027241463,3.402804e-04,1.063202e+01,8.104978e+00,6.491422e+00,5.306404e+00,4.833876e+00,4.422669e+00,5.758294e-01,4.688688e-01,3.841159e-02,3.154953e-02,2.641182e-02,1.624035e-03
39.378995,18.420700,0.0027241463,2.244461e-04,7.509178e+00,6.275527e+00,5.651366e+00,5.168537e+00,4.958390e+00,4.760308e+00,1.049325e+00,8.703084e-01,8.088565e-02,6.700960e-02,5.633400e-02,3.498053e-03
33.857999,86.851137,0.0042324759,1.026565e-03,6.746301e+00,7.370392e+00,6.349773e+00,5.476767e+00,5.116964e+00,4.801853e+00,1.312780e+00,1.140382e+00,1.425302e-01,1.185411e-01,1.001545e-01,6.312371e-03
9.588732,65.512856,0.0030413853,9.767553e-05,1.973934e+00,1.341143e+00,1.045611e+00,8.160246e-01,7.240704e-01,6.449132e-01,5.452105e-02,4.375662e-02,3.379466e-03,2.782239e-03,2.329602e-03,1.420031e-04
49.342391,75.431201,0.0002413949,4.902503e-06,8.033380e+00,1.337381e+00,7.489746e-01,4.766046e-01,3.916015e-01,3.275782e-01,1.758023e-02,1.392676e-02,1.035072e-03,8.181648e-04,6.572659e-04,1.202397e-05
7.068409,42.919343,0.0197864869,1.491827e-02,7.784598e-01,7.455962e-01,7.174423e-01,6.888838e-01,6.785202e-01,6.731732e-01,9.476832e-01,9.020568e-01,4.021437e-01,3.765820e-01,3.537838e-01,8.825154e-02
442.167629,49.417134,0.0003008917,9.327674e-06,2.529822e+01,4.676733e+00,2.665049e+00,1.712055e+00,1.416479e+00,1.190008e+00,6.433399e-02,5.095262e-02,3.828047e-03,3.161757e-03,2.654078e-03,9.146858e-05
2.267651,65.512856,0.0073417495,1.389784e-03,1.930395e+00,1.986806e+00,2.172278e+00,2.229820e+00,2.219341e+00,2.190968e+00,7.987286e-01,7.062844e-01,1.094552e-01,9.216938e-02,7.855200e-02,5.234462e-03
2.969122,100.000000,0.0081967290,1.307809e-03,1.125743e+00,1.439491e+00,1.459508e+00,1.384720e+00,1.333653e+00,1.279876e+00,3.975337e-01,3.505124e-01,5.178906e-02,4.346029e-02,3.693450e-02,2.408393e-03
10.645193,56.898660,0.0024399977,5.855201e-05,1.943878e+00,1.111511e+00,8.156207e-01,6.098688e-01,5.321850e-01,4.672788e-01,3.538618e-02,2.832421e-02,2.156836e-03,1.773669e-03,1.483583e-03,9.101295e-05
101.397132,100.000000,0.0014066445,7.259961e-05,1.218736e+01,4.484289e+00,2.904957e+00,2.011332e+00,1.707206e+00,1.465243e+00,9.268114e-02,7.366337e-02,5.417572e-03,4.460791e-03,3.736493e-03,2.213293e-04
11.927779,75.431201,0.0033955682,6.939116e-05,9.122010e-01,5.543438e-01,4.163737e-01,3.164175e-01,2.778288e-01,2.452257e-01,1.929771e-02,1.546099e-02,1.184343e-03,9.730085e-04,8.143939e-04,4.991398e-05
